mbr+ spr+ brc
6635 118761 5
9485 401702 6
6765 459972 7
5448 464976 5
4061 450213 11
8708 186257 1
1409 368393 11
4788 376475 4
1063 2341 1
761 336430 4
4810 327776 11
6061 50314 10
4507 420195 2
6173 293904 4
282 460559 11
7286 339405 8
532 171356 4
5602 137784 11
7917 347915 2
9975 283851 2
1249 308416 5
1931 41199 11
7433 177494 1
9075 362102 11
2501 373420 10
2749 16463 6
1086 244999 1
7694 370906 2
8141 248500 5
9781 110359 5
5388 349581 4
8196 160977 7
6156 22184 1
3650 153922 3
7642 438380 1
8230 37682 2
1132 438251 11
1694 199846 1
9400 264765 8
3702 289568 4
9527 338228 6
178 248957 11
7366 483475 2
6216 304493 5
82 273943 5
7663 95678 11
7138 368051 8
6029 243345 11
3439 83688 2
6053 140061 9
7288 491547 11
9187 390922 5
8642 187700 8
1735 329887 7
6962 435752 6
4164 396244 10
8667 266553 5
9290 178787 3
4673 21945 3
813 22599 2
2585 240131 1
6317 428095 7
5471 364048 5
1277 464036 10
2726 199686 5
5579 407285 9
2394 123148 5
5883 440224 5
3290 483595 3
7775 403970 6
4616 84996 3
2021 171682 6
8063 332115 6
562 162159 10
4803 479267 10
1205 185326 8
4348 178631 9
5433 145602 6
2245 498360 8
2069 160052 11
6618 178155 10
3649 272448 2
6088 116255 1
3647 362606 8
6487 260584 2
8686 58734 1
3285 219587 11
3193 209503 2
7751 387122 8
5525 440209 2
8695 20124 9
4103 400702 4
4165 25553 7
3735 308479 8
637 271075 9
6374 167213 1
4447 234697 8
5337 402907 5
9964 326894 11
9856 264192 1
5228 168906 7
2381 308201 11
3565 238148 9
9779 180532 11
8955 384730 1
2080 340946 5
9200 36468 4
2907 82246 1
1531 188949 3
3033 380115 6
2237 335514 1
6385 213296 11
8189 97299 7
3857 194645 5
4557 125762 5
3847 298866 1
4052 7664 7
3191 3085 11
772 379442 11
3267 398588 4
4552 81581 8
6633 371857 9
2474 31091 7
9717 267938 4
8050 294476 3
7172 322799 3
8748 334740 11
6077 161109 6
3724 388548 7
9076 226991 4
6713 457547 10
4219 96098 10
3505 331122 6
5245 434081 7
6858 288464 6
8294 127130 5
2697 424403 10
7618 350775 7
573 272764 11
1736 463932 7
4019 242875 2
4707 214209 7
1798 53134 7
4636 376002 11
9428 388505 8
3237 192952 11
3516 312920 1
4527 236573 9
2539 373328 1
4857 496423 4
9450 176590 1
2162 232407 10
2596 199292 8
2216 250327 1
7726 326709 3
7061 86291 10
2562 54798 2
1146 294800 9
5731 438090 6
1092 46359 10
4938 71257 1
6329 247057 8
8513 24432 2
8525 237108 9
5421 56837 5
6770 107773 1
5727 11744 10
7426 383969 10
8447 391948 11
8927 364754 2
3379 6725 6
4265 479317 6
4071 298275 7
2618 44607 11
2313 358879 10
5974 297438 2
4627 428767 8
3808 267788 8
3454 133451 5
9678 319375 5
6916 171469 11
6778 390424 6
259 389528 10
6710 285935 11
624 151514 11
5444 416933 7
7359 305261 6
891 3301 10
8857 228726 10
2971 289910 3
2881 258504 11
8550 427283 8
433 394353 7
8928 154728 7
3734 262525 7
9578 261266 1
6158 198032 5
7453 103582 4
1034 202194 9
6237 219191 3
5502 246073 9
6167 455712 7
5476 62085 1
1778 478580 6
5001 57582 11
871 408110 6
2425 352197 11
4424 197297 3
3250 456575 6
7979 405644 11
4357 481167 5
9936 7902 8
9300 335019 9
1730 357030 9
3810 348997 3
9004 34796 2
5548 430910 7
3025 122443 10
561 420745 3
518 12268 8
3662 498802 8
7863 362419 8
7523 490690 11
8151 127538 2
5537 69496 9
9888 444971 6
4004 146270 3
2383 144957 1
1268 481903 4
5582 309987 11
8604 238894 2
7886 266279 8
7644 165369 3
5483 226518 9
3407 318429 4
9867 250443 8
8694 213438 5
6308 240203 4
7772 457370 9
5868 135780 4
977 180438 10
6285 130517 1
622 219350 11
4527 20236 9
5791 43667 9
1154 322694 3
4275 173711 11
2542 29119 2
5336 191091 1
6377 165642 10
5649 277279 4
1578 414015 1
6585 258978 2
9265 290420 8
2463 64056 8
608 410796 7
9309 112669 9
2127 8412 4
8624 194863 4
8229 284111 4
7239 421229 4
1049 347708 11
8187 473833 4
1728 418710 11
8358 128 10
2607 337820 8
1339 410875 11
1719 159972 9
4670 148010 5
2243 226168 11
3714 337555 9
1118 10012 10
581 252928 7
1257 63891 9
6927 219721 4
107 51733 8
3751 117708 3
5880 81416 4
9455 427884 8
4272 28602 4
6699 83034 7
1010 62558 10
9882 11830 11
6935 69131 6
4408 117020 6
5148 272796 2
9426 290283 5
8436 1391 5
6867 281024 8
8176 398218 3
5970 103927 1
165 26057 2
6012 187679 2
6214 469999 4
8368 349252 1
3420 203011 2
3198 65191 7
3895 192209 3
8032 309882 3
4513 170453 8
4529 284194 9
8257 12191 4
5679 195972 2
434 12015 1
7159 458795 3
7691 244877 10
5805 252369 2
5673 31599 6
2377 54501 6
5592 312890 7
3145 262062 1
8875 74138 2
9466 319926 2
5006 496672 11
6480 10649 6
2347 406478 11
7927 470007 7
467 259880 8
5932 176410 1
3475 222412 10
3594 74010 10
4096 37108 4
2052 409200 11
8297 42393 7
9596 312739 1
9589 270609 8
6265 334491 4
6403 192309 8
7936 175174 6
6303 94587 9
424 219378 5
1177 271328 5
6199 426831 4
3681 212536 6
7334 77863 1
7291 381128 7
8100 411793 11
7112 195778 9
6753 256041 5
6910 19116 6
214 160835 8
805 392102 1
655 394307 6
4366 29879 5
2410 388360 11
2151 98596 4
6776 12341 4
6994 400539 2
5478 279185 5
953 77832 8
368 291438 10
5325 344877 6
6770 223283 1
7676 198136 1
1856 474344 1
4280 440584 11
2974 124083 9
7894 78980 9
5536 496428 7
395 455934 4
5468 107890 7
4151 32306 3
6695 340804 7
3078 235909 1
1371 305218 5
4106 438142 4
151 369414 6
5584 149717 3
4248 181686 3
8913 40770 9
8213 189087 11
1763 242143 3
6638 348494 1
1464 318641 8
2958 451452 6
7390 288802 4
7440 488166 1
3365 268964 5
1200 489272 8
7839 287792 2
4526 153068 10
7594 97901 1
2088 187228 3
6030 345291 11
4689 90309 8
818 71664 5
741 498670 4
2356 204350 3
1810 433778 3
1901 497192 1
6396 111509 7
987 110859 11
9726 222222 6
3490 343271 1
1686 433392 2
5742 398124 4
9113 457701 6
4242 407001 10
7662 311546 3
815 387866 8
9255 323598 11
7786 380829 4
8427 200150 5
9141 238311 6
6155 489264 7
5958 117828 6
8447 389916 4
3930 141498 1
6651 90103 9
9813 178115 1
1914 438215 8
4548 70494 6
262 351472 1
7791 451589 3
4128 403687 6
7329 368316 11
3121 200590 4
1376 209679 9
4140 314134 7
108 342308 6
1559 88038 11
1079 425416 4
9606 245605 8
7346 19955 5
6360 319552 1
7505 153765 1
7951 47931 6
6177 148702 5
4400 21662 1
5293 32147 9
1119 95656 9
2510 178423 6
5537 299899 4
6431 263145 4
3957 214885 6
9657 445554 10
6833 68014 2
6694 153126 1
6211 485859 2
4433 457221 3
7128 91858 4
8646 162357 4
4002 349011 9
9492 339068 9
5217 428418 9
9274 445104 10
8152 104896 4
2334 325471 2
8 279879 8
9173 379416 7
567 27858 9
1553 435546 5
136 417631 11
4976 269023 7
4490 201356 6
7663 223543 9
4156 449 7
3265 73392 4
8303 159169 11
596 340051 6
8347 284097 5
2173 231902 6
8221 43402 8
8057 67641 6
8670 139824 7
3011 108723 3
7396 170011 4
2656 102995 2
3435 219078 8
4238 377423 4
8693 363223 6
5139 463790 8
2428 303176 5
3893 184507 4
3239 264883 11
4074 259385 4
1522 123379 2
1573 1343 7
393 33692 6
4742 197185 7
3322 204383 5
6346 106854 7
6569 39382 6
1852 296861 7
3729 8052 1
9211 225630 3
226 98161 7
2980 318324 7
4269 83093 5
8637 165616 2
1767 284107 8
9954 228591 4
6577 76332 7
7398 202062 8
6020 365987 6
337 254442 3
2822 321401 11
738 476911 8
3145 466403 11
3735 42218 8
5505 97474 6
383 219999 1
2701 406838 10
459 348015 7
9006 385196 7
4159 408511 8
5847 163873 11
6297 361520 2
8708 360352 10
262 363018 9
4504 240106 3
7354 255050 8
8377 145133 4
2030 163049 2
7266 85222 4
834 315649 8
1077 5733 10
6004 288963 11
6062 135763 3
7046 255140 7
3852 308858 9
8544 72806 8
2483 316266 3
2046 367306 3
7597 365955 1
8818 334052 4
8792 432330 8
4315 262169 2
499 275932 10
8973 485373 3
8508 497299 8
1387 477344 9
5569 267350 2
663 85415 4
6836 417379 4
7120 285937 2
932 89574 5
6315 102794 2
1687 73959 8
976 330104 10
2689 162223 7
2419 99798 4
8686 243905 4
7770 103483 11
6697 456411 2
4751 371990 3
8449 45382 4
2121 27020 9
7483 469739 7
7801 116488 9
277 353776 8
1357 350649 6
371 44310 3
7265 230886 5
1034 49651 2
7251 331517 2
4981 297317 3
2105 160328 8
1066 204209 6
7954 498040 5
9164 410850 2
9605 162419 1
9796 375309 5
8936 48024 6
180 346506 8
6053 33812 7
9010 295098 9
4692 246017 6
2347 85721 4
8954 318272 4
4786 422030 1
1367 212803 11
4267 365233 2
6201 336626 9
1574 112632 11
1565 198001 6
2732 447389 2
2992 363358 1
7703 57386 5
405 275876 9
1727 255037 8
60 324546 11
8581 101512 10
1761 395109 4
2100 333439 5
9204 490426 4
9851 471645 6
8082 430105 11
6904 202323 7
9486 163658 8
3289 146541 10
6085 212975 11
4916 430690 8
81 4233 9
5684 60533 4
7361 98401 2
4781 114838 3
9587 414120 8
6529 270668 10
4606 141391 10
1055 65297 11
2940 97228 11
7879 80229 4
4527 446987 10
6759 81893 9
4632 243038 4
2649 464017 8
7347 306800 9
9901 432429 3
2304 265593 3
4823 185938 8
6375 214560 7
1375 115741 8
6820 295511 9
6613 326305 4
6624 60392 9
4979 220899 11
3068 420691 6
114 127874 3
2276 23796 7
2036 461163 4
4104 237397 6
3661 377410 10
1964 247965 4
4792 258471 8
9302 490446 3
4530 78277 10
4977 35214 3
9228 112016 3
5696 239333 11
375 289385 1
7163 76960 3
2183 141732 2
3752 134943 6
9382 296515 1
6838 346903 10
3625 434445 4
1524 203742 11
8326 307021 5
7021 25364 3
6967 382857 1
9703 40627 5
2224 367409 6
4648 481179 3
6886 200821 1
77 434018 3
726 373191 8
2802 142094 7
1930 396561 10
8673 173910 6
1771 23079 11
7443 422737 3
6982 169812 2
6341 299401 10
4909 305746 8
8250 368203 4
329 151097 10
6982 11020 3
1161 114677 6
8843 71877 10
9199 443503 5
633 405584 11
2164 273453 6
4923 202712 8
1576 349662 10
5221 141377 11
4604 48734 10
1144 169962 9
49 490037 10
7580 193749 9
5805 256555 2
2867 259351 7
1503 83213 5
9646 460067 4
2982 434266 11
2529 309663 10
2850 48347 3
2156 318090 6
7019 287062 7
5169 192894 10
2255 301674 6
6644 384204 6
614 299804 1
7421 154668 1
662 376469 5
4015 124583 9
2963 197036 7
8978 86172 2
3068 23035 1
4257 24569 8
4135 94486 11
589 77266 6
2406 444445 3
8567 345466 7
7384 246363 1
6504 337405 2
5577 205824 3
5011 335217 2
1173 358980 6
5853 345503 3
9465 498173 9
7186 376389 9
8758 220905 5
5690 164513 1
6158 50355 8
3044 385923 2
9059 115683 2
2626 313168 7
6508 109722 3
2745 377955 10
5362 84956 5
1102 183609 11
9902 123607 3
4952 385778 7
1282 301899 3
606 339911 9
7041 159494 7
193 355376 4
1174 446963 9
8962 458577 2
4313 485245 1
2855 380991 2
8424 232141 6
7608 117684 5
2407 141439 11
6643 358568 11
9912 151619 6
8013 91603 2
3533 129531 3
1476 136537 3
4217 363119 7
4641 429797 4
4622 157615 11
6851 428548 5
7319 417433 10
7636 149059 8
2063 294724 10
5743 468042 11
4586 447194 3
2297 257681 4
9643 150952 2
3300 88590 5
1759 91861 8
3693 63747 8
9150 86786 11
4574 387942 8
520 485979 6
5807 207534 1
3591 267245 5
9509 277061 5
8903 268797 9
6232 105297 7
3710 50506 10
1678 172932 9
3759 114678 8
1909 193028 10
3468 253724 8
2411 141596 10
3726 66340 2
8278 194935 8
1024 368387 9
2757 335820 1
7475 123141 1
107 210121 9
9493 111702 6
3374 418535 9
9974 181639 5
8090 494693 5
7220 20802 6
7737 89367 8
3111 371232 1
5400 368353 3
7523 47309 1
4420 387771 11
9074 375403 9
2939 15775 9
5204 2203 3
2707 400972 6
743 425428 8
2184 348924 7
8591 178646 11
7658 157148 6
1821 391573 3
2485 343307 11
6284 375462 4
9700 405264 4
1473 291787 2
4498 139180 9
8897 226342 6
3977 27041 5
1695 394274 9
5650 212770 3
1514 310102 5
8209 441050 5
8117 42839 3
6040 204191 9
125 283974 10
1929 339868 7
1338 315671 7
2304 277777 4
1988 416628 4
6871 247783 7
2218 139890 3
6378 25629 1
271 278782 5
2436 117933 8
8027 110853 10
5104 6837 4
9999 84733 6
7790 59450 5
9891 338717 8
4464 430347 8
8240 246364 10
1514 200029 10
7430 398826 11
5425 30708 5
8630 417718 11
5909 59603 5
4748 120621 4
3717 179213 11
7867 292986 6
8332 317366 6
7312 61184 9
5782 352727 6
356 449827 3
8805 267734 5
9730 274513 5
9196 87281 1
9042 357800 4
7903 128565 6
1068 262066 8
5789 493877 11
8600 407791 2
626 333813 4
288 167870 10
2595 363041 11
6462 292206 5
6441 242509 7
4467 132769 10
633 194309 8
7903 456008 7
3453 435750 8
332 420820 11
3692 233207 3
3506 84078 7
2307 151870 4
8300 13436 7
5314 115097 8
1315 305744 8
8181 347110 6
2591 483160 1
3240 312185 6
8758 80295 6
2201 300862 2
7854 102077 9
8516 85890 10
4278 54465 6
9961 71983 7
3844 225706 5
6041 379567 10
6174 353180 3
2539 347043 9
9955 149432 11
3429 328230 5
5521 493533 8
759 322099 7
2446 174002 5
7405 492101 3
2365 249942 9
3133 175211 5
5359 318556 9
8684 322399 8
7348 168576 1
3959 481898 9
842 99474 1
2245 360044 3
3138 100825 2
537 71807 9
4041 351027 2
6283 205876 7
280 243519 7
441 287409 5
6250 347008 8
1131 493869 10
6714 46035 8
6735 354267 3
4354 108123 5
247 53226 8
5074 348354 6
736 40756 2
9567 422524 8
8873 209756 3
9585 132822 6
1430 302386 2
2137 429619 1
363 205717 8
7471 131916 1
2330 150911 6
6729 419947 1
6063 2660 7
1906 426211 9
3539 190227 6
507 414144 3
8129 479312 7
1911 7091 10
7874 179459 7
2258 410331 9
2240 420915 2
3139 42098 2
6707 141261 8
5559 69157 2
1306 346674 7
3945 154191 5
3968 480762 5
4475 328348 10
9252 432087 11
3623 480802 4
1862 319700 8
1133 348937 3
7012 45312 9
6328 451001 9
1496 19456 8
5530 307632 5
1476 477464 10
3979 257985 5
6772 181914 9
7814 111701 8
7144 450707 10
2220 120124 9
1064 428343 6
8092 14365 6
9015 458213 7
752 366861 9
6134 147395 1
8691 413204 8
8753 12777 1
7725 218383 4
9463 216804 1
3202 308070 1
2289 161076 7
1133 213158 5
9963 451796 2
4020 194487 3
2807 12084 9
6641 136453 9
1167 351601 3
264 412746 3
6413 240181 7
1085 172600 2
1470 276504 10
8487 155908 10
1673 45837 3
6214 295695 10
1792 229560 8
2373 414166 9
8901 356325 2
227 348340 2
6349 463082 6
3951 383761 10
6870 127917 8
3122 293260 9
2261 373630 8
3426 428486 2
6781 172174 9
7651 43581 10
1075 178194 4
2383 11892 7
540 439998 9
5756 14603 7
6036 25915 7
4595 72822 1
1548 467672 4
1965 238652 2
958 384058 8
340 308726 9
3781 57528 9
8895 148899 5
9610 252036 9
1894 40424 7
3127 24154 8
6124 122431 3
690 439330 10
2931 333426 7
8842 206828 8
3793 320395 1
8847 344926 6
5369 193910 10
2479 32835 10
3292 447145 5
2787 391833 7
7153 385506 1
9666 13708 8
3699 68897 8
2621 240795 9
6501 134106 5
2629 140423 3
3436 147365 3
9174 486062 2
5549 487992 10
8678 41096 6
2632 104594 2
8177 344707 6
6032 411541 8
563 362843 10
154 395086 3
2088 213173 5
419 187228 10
9350 461160 9
9061 438007 11
4550 33613 1
7168 324926 2
2808 270972 3
580 99556 4
9182 288028 4
1459 71315 10
2992 61434 6
2271 445159 11
416 14475 3
7769 80884 7
2418 499141 10
3119 408345 3
4445 346289 7
642 288368 9
1856 26965 3
2595 355921 3
6954 174755 9
226 489372 10
3953 496629 2
801 41763 2
4677 477134 10
2306 244509 6
2525 176668 9
9469 230527 10
7899 74936 7
4439 8847 11
4250 242752 8
8116 28236 8
8400 496769 11
702 417628 9
1749 497324 4
9360 88201 3
7723 278279 11
8862 264395 6
8092 4068 10
7812 96980 4
2846 458811 11
6243 444531 3
8753 246460 6
9447 131317 11
9348 354693 3
1364 220437 1
8613 468479 3
1520 256866 11
1993 27376 7
65 81047 10
3671 9390 1
6618 257852 9
6209 314532 8
1202 171289 9
1814 56222 9
4408 309512 1
758 181543 11
6766 478816 7
6749 12179 5
3291 442245 6
3151 469760 11
3963 151250 6
2112 413444 4
2266 79974 3
5561 231674 10
8231 139022 1
7580 124851 9
5076 332309 9
5204 452462 3
8624 273555 6
4615 78845 1
1095 324720 10
3600 453299 3
1530 422504 3
4150 299817 5
5028 192657 4
9865 202620 11
8383 71400 5
5158 467539 4
7628 103061 4
4384 339595 6
3538 291462 2
178 336799 10
3955 178686 8
9592 479265 5
9757 213104 8
3983 421650 6
8646 102294 7
5075 86150 7
4997 149449 11
4923 417002 1
966 453969 9
4607 352884 5
7890 485136 9
375 436784 3
2019 236777 6
2360 24355 5
4361 484286 3
7381 343359 5
5873 461224 8
5503 44164 1
5543 393800 5
7046 238567 11
696 375136 8
51 353315 4
3145 382487 1
3035 401349 1
2135 397053 9
2256 479819 7
6801 349850 8
496 380422 8
9175 43303 5
232 131835 10
2607 73771 7
5629 118063 11
446 454226 5
1080 128688 3
8704 185973 10
19 313202 3
9054 117628 5
8471 110308 7
6751 89691 4
1894 299864 11
8436 177434 7
4195 138762 8
2734 410457 10
4349 127876 7
9545 253379 6
8230 423113 7
5840 200700 6
2124 263774 2
4490 439983 3
1236 22572 10
1292 51839 1
7042 163243 4
2629 240738 10
3242 100047 10
2613 222799 8
1954 472795 11
2879 165264 2
1170 262072 6
